frame.number	frame.time_relative	_ws.col.def_src	_ws.col.def_dst	_ws.col.protocol	_ws.col.info	dhcp.id	dhcp.option.dhcp	dhcp.hw.mac_addr	dhcp.option.requested_ip_address	dhcp.ip.your
29	4.794948563	fe80::ba27:ebff:fe7d:e8ee	ff02::fb	MDNS	Standard query response 0x0000 TXT, cache flush AAAA, cache flush fe80::ba27:ebff:fe7d:e8ee PTR, cache flush pi-foo-02.local SRV, cache flush 0 0 9 pi-foo-02.local					
30	5.197708483	3c:78:95:3e:f4:62	ff:ff:ff:ff:ff:ff	Realtek						
31	5.764908014	0.0.0.0	255.255.255.255	DHCP	DHCP Discover - Transaction ID 0x690bf851	0x690bf851	1	b8:27:eb:7d:e8:ee		0.0.0.0
32	5.771429628	fe80::ba27:ebff:fe3a:e2c8	ff02::2	ICMPv6	Router Solicitation					
33	5.981772932	fe80::ba27:ebff:fe7d:e8ee	ff02::2	ICMPv6	Router Solicitation					
34	6.200895961	3c:78:95:3e:f4:62	ff:ff:ff:ff:ff:ff	Realtek						
35	7.199034191	3c:78:95:3e:f4:62	ff:ff:ff:ff:ff:ff	Realtek						
36	7.203478062	192.168.0.1	255.255.255.255	DHCP	DHCP Discover - Transaction ID 0x5e93	0x00005e93	1	3c:78:95:3e:f4:62,3c:78:95:3e:f4:62		0.0.0.0
37	8.199896810	3c:78:95:3e:f4:62	ff:ff:ff:ff:ff:ff	Realtek						
38	9.200945346	3c:78:95:3e:f4:62	ff:ff:ff:ff:ff:ff	Realtek						
39	10.204140201	3c:78:95:3e:f4:62	ff:ff:ff:ff:ff:ff	Realtek						
40	11.202311223	3c:78:95:3e:f4:62	ff:ff:ff:ff:ff:ff	Realtek						
41	11.423910363	::	ff02::16	ICMPv6	Multicast Listener Report Message v2					
42	11.511949149	::	ff02::16	ICMPv6	Multicast Listener Report Message v2					
43	11.548502143	0.0.0.0	255.255.255.255	DHCP	DHCP Discover - Transaction ID 0x10894407	0x10894407	1	b8:27:eb:3a:e2:c8		0.0.0.0
44	11.608093392	::	ff02::16	ICMPv6	Multicast Listener Report Message v2					
45	11.676079679	::	ff02::16	ICMPv6	Multicast Listener Report Message v2					
46	11.717023263	0.0.0.0	255.255.255.255	DHCP	DHCP Discover - Transaction ID 0xdf00e104	0xdf00e104	1	b8:27:eb:7d:e8:ee		0.0.0.0
47	11.740034749	::	ff02::16	ICMPv6	Multicast Listener Report Message v2					
48	11.743912114	::	ff02::1:ff3a:e2c8	ICMPv6	Neighbor Solicitation for fe80::ba27:ebff:fe3a:e2c8					
49	11.848026606	::	ff02::1:ff7d:e8ee	ICMPv6	Neighbor Solicitation for fe80::ba27:ebff:fe7d:e8ee					
50	12.202797938	3c:78:95:3e:f4:62	ff:ff:ff:ff:ff:ff	Realtek						
51	12.207231393	192.168.0.1	255.255.255.255	DHCP	DHCP Discover - Transaction ID 0x609	0x00000609	1	3c:78:95:3e:f4:62,3c:78:95:3e:f4:62		0.0.0.0
52	12.255910021	::	ff02::16	ICMPv6	Multicast Listener Report Message v2					
53	12.767969495	fe80::ba27:ebff:fe3a:e2c8	ff02::16	ICMPv6	Multicast Listener Report Message v2					
54	12.814826054	fe80::ba27:ebff:fe3a:e2c8	ff02::2	ICMPv6	Router Solicitation					
55	12.880122365	fe80::ba27:ebff:fe7d:e8ee	ff02::16	ICMPv6	Multicast Listener Report Message v2					
56	12.927389913	fe80::ba27:ebff:fe7d:e8ee	ff02::2	ICMPv6	Router Solicitation					
57	13.200034294	fe80::ba27:ebff:fe7d:e8ee	ff02::16	ICMPv6	Multicast Listener Report Message v2					
58	13.203606922	3c:78:95:3e:f4:62	ff:ff:ff:ff:ff:ff	Realtek						
59	13.303003594	fe80::ba27:ebff:fe3a:e2c8	ff02::fb	MDNS	Standard query response 0x0000 TXT, cache flush AAAA, cache flush fe80::ba27:ebff:fe3a:e2c8 PTR, cache flush pi-foo-01.local SRV, cache flush 0 0 9 pi-foo-01.local					
60	13.311850504	fe80::ba27:ebff:fe3a:e2c8	ff02::16	ICMPv6	Multicast Listener Report Message v2					
61	13.480011274	fe80::ba27:ebff:fe7d:e8ee	ff02::fb	MDNS	Standard query response 0x0000 TXT, cache flush AAAA, cache flush fe80::ba27:ebff:fe7d:e8ee PTR, cache flush pi-foo-02.local SRV, cache flush 0 0 9 pi-foo-02.local					
62	14.207394042	3c:78:95:3e:f4:62	ff:ff:ff:ff:ff:ff	Realtek						
63	14.604038144	fe80::ba27:ebff:fe3a:e2c8	ff02::fb	MDNS	Standard query response 0x0000 PTR _workstation._tcp.local PTR pi-foo-01 [b8:27:eb:3a:e2:c8]._workstation._tcp.local TXT, cache flush SRV, cache flush 0 0 9 pi-foo-01.local AAAA, cache flush fe80::ba27:ebff:fe3a:e2c8					
64	14.792540949	fe80::ba27:ebff:fe7d:e8ee	ff02::fb	MDNS	Standard query response 0x0000 PTR pi-foo-02 [b8:27:eb:7d:e8:ee]._workstation._tcp.local TXT, cache flush SRV, cache flush 0 0 9 pi-foo-02.local AAAA, cache flush fe80::ba27:ebff:fe7d:e8ee					
65	15.205550820	3c:78:95:3e:f4:62	ff:ff:ff:ff:ff:ff	Realtek						
66	15.326145824	fe80::ba27:ebff:fe3a:e2c8	ff02::fb	MDNS	Standard query response 0x0000 TXT, cache flush AAAA, cache flush fe80::ba27:ebff:fe3a:e2c8 PTR, cache flush pi-foo-01.local SRV, cache flush 0 0 9 pi-foo-01.local					
