frame.number	frame.time_relative	_ws.col.def_src	_ws.col.def_dst	_ws.col.protocol	_ws.col.info	dhcp.id	dhcp.option.dhcp	dhcp.hw.mac_addr	dhcp.option.requested_ip_address	dhcp.ip.your
29	35.561893639	0.0.0.0	255.255.255.255	DHCP	DHCP Discover - Transaction ID 0x725a5f	0x00725a5f	1	b8:27:eb:7d:e8:ee		0.0.0.0
30	36.224772994	0.0.0.0	255.255.255.255	DHCP	DHCP Discover - Transaction ID 0x46d6de5c	0x46d6de5c	1	b8:27:eb:ba:c7:ba		0.0.0.0
31	37.078158126	192.168.0.1	255.255.255.255	DHCP	DHCP Discover - Transaction ID 0x56c4	0x000056c4	1	3c:78:95:3e:f4:62,3c:78:95:3e:f4:62		0.0.0.0
32	37.819980790	0.0.0.0	255.255.255.255	DHCP	DHCP Discover - Transaction ID 0x9d0e7d7a	0x9d0e7d7a	1	b8:27:eb:3a:e2:c8		0.0.0.0
33	39.491683559	0.0.0.0	255.255.255.255	DHCP	DHCP Discover - Transaction ID 0x46d6de5c	0x46d6de5c	1	b8:27:eb:ba:c7:ba		0.0.0.0
34	42.084525760	192.168.0.1	255.255.255.255	DHCP	DHCP Discover - Transaction ID 0x4c44	0x00004c44	1	3c:78:95:3e:f4:62,3c:78:95:3e:f4:62		0.0.0.0
35	42.799816032	0.0.0.0	255.255.255.255	DHCP	DHCP Discover - Transaction ID 0x9d0e7d7a	0x9d0e7d7a	1	b8:27:eb:3a:e2:c8		0.0.0.0
36	43.783798585	0.0.0.0	255.255.255.255	DHCP	DHCP Discover - Transaction ID 0x725a5f	0x00725a5f	1	b8:27:eb:7d:e8:ee		0.0.0.0
37	45.004308977	0.0.0.0	255.255.255.255	DHCP	DHCP Discover - Transaction ID 0xc434d332	0xc434d332	1	b8:27:eb:ba:c7:ba		0.0.0.0
38	47.085796035	192.168.0.1	255.255.255.255	DHCP	DHCP Discover - Transaction ID 0x224	0x00000224	1	3c:78:95:3e:f4:62,3c:78:95:3e:f4:62		0.0.0.0
39	50.998189652	0.0.0.0	255.255.255.255	DHCP	DHCP Discover - Transaction ID 0xc434d332	0xc434d332	1	b8:27:eb:ba:c7:ba		0.0.0.0
40	52.089455207	192.168.0.1	255.255.255.255	DHCP	DHCP Discover - Transaction ID 0x47ea	0x000047ea	1	3c:78:95:3e:f4:62,3c:78:95:3e:f4:62		0.0.0.0
41	57.093092157	192.168.0.1	255.255.255.255	DHCP	DHCP Discover - Transaction ID 0x6ead	0x00006ead	1	3c:78:95:3e:f4:62,3c:78:95:3e:f4:62		0.0.0.0
42	62.100071941	192.168.0.1	255.255.255.255	DHCP	DHCP Discover - Transaction ID 0x34dd	0x000034dd	1	3c:78:95:3e:f4:62,3c:78:95:3e:f4:62		0.0.0.0
43	67.100724775	192.168.0.1	255.255.255.255	DHCP	DHCP Discover - Transaction ID 0x4657	0x00004657	1	3c:78:95:3e:f4:62,3c:78:95:3e:f4:62		0.0.0.0
44	72.104954961	192.168.0.1	255.255.255.255	DHCP	DHCP Discover - Transaction ID 0x5f7	0x000005f7	1	3c:78:95:3e:f4:62,3c:78:95:3e:f4:62		0.0.0.0
45	72.723681361	0.0.0.0	255.255.255.255	DHCP	DHCP Discover - Transaction ID 0x88028033	0x88028033	1	b8:27:eb:3a:e2:c8		0.0.0.0
46	77.108588587	192.168.0.1	255.255.255.255	DHCP	DHCP Discover - Transaction ID 0x6bf1	0x00006bf1	1	3c:78:95:3e:f4:62,3c:78:95:3e:f4:62		0.0.0.0
47	77.774898670	0.0.0.0	255.255.255.255	DHCP	DHCP Discover - Transaction ID 0x88028033	0x88028033	1	b8:27:eb:3a:e2:c8		0.0.0.0
48	82.114967275	192.168.0.1	255.255.255.255	DHCP	DHCP Discover - Transaction ID 0x46b8	0x000046b8	1	3c:78:95:3e:f4:62,3c:78:95:3e:f4:62		0.0.0.0
49	87.116233248	192.168.0.1	255.255.255.255	DHCP	DHCP Discover - Transaction ID 0x5ac2	0x00005ac2	1	3c:78:95:3e:f4:62,3c:78:95:3e:f4:62		0.0.0.0
50	92.119799018	192.168.0.1	255.255.255.255	DHCP	DHCP Discover - Transaction ID 0x6a36	0x00006a36	1	3c:78:95:3e:f4:62,3c:78:95:3e:f4:62		0.0.0.0
51	92.120355366	b8:27:eb:ba:c7:ba	ff:ff:ff:ff:ff:ff	ARP	Who has 10.10.0.2? Tell 10.10.0.254					
52	93.122103890	b8:27:eb:ba:c7:ba	ff:ff:ff:ff:ff:ff	ARP	Who has 10.10.0.2? Tell 10.10.0.254					
53	94.146083986	b8:27:eb:ba:c7:ba	ff:ff:ff:ff:ff:ff	ARP	Who has 10.10.0.2? Tell 10.10.0.254					
54	95.124623895	10.10.0.254	255.255.255.255	DHCP	DHCP Offer    - Transaction ID 0x6a36	0x00006a36	2	3c:78:95:3e:f4:62		10.10.0.2
55	95.128681608	192.168.0.1	255.255.255.255	DHCP	DHCP Request  - Transaction ID 0x6a36	0x00006a36	3	3c:78:95:3e:f4:62,3c:78:95:3e:f4:62	10.10.0.2	0.0.0.0
56	95.138178632	10.10.0.254	255.255.255.255	DHCP	DHCP ACK      - Transaction ID 0x6a36	0x00006a36	5	3c:78:95:3e:f4:62		10.10.0.2
57	105.651601713	0.0.0.0	255.255.255.255	DHCP	DHCP Discover - Transaction ID 0xae9e490d	0xae9e490d	1	b8:27:eb:3a:e2:c8		0.0.0.0
58	105.652526911	b8:27:eb:ba:c7:ba	ff:ff:ff:ff:ff:ff	ARP	Who has 10.10.0.1? Tell 10.10.0.254					
59	106.658032651	b8:27:eb:ba:c7:ba	ff:ff:ff:ff:ff:ff	ARP	Who has 10.10.0.1? Tell 10.10.0.254					
60	107.682041831	b8:27:eb:ba:c7:ba	ff:ff:ff:ff:ff:ff	ARP	Who has 10.10.0.1? Tell 10.10.0.254					
61	108.656472065	10.10.0.254	10.10.0.1	ICMP	Echo (ping) request  id=0x7d8d, seq=0/0, ttl=64					
62	108.656626074	10.10.0.254	10.10.0.1	DHCP	DHCP Offer    - Transaction ID 0xae9e490d	0xae9e490d	2	b8:27:eb:3a:e2:c8		10.10.0.1
63	108.657191171	0.0.0.0	255.255.255.255	DHCP	DHCP Request  - Transaction ID 0xae9e490d	0xae9e490d	3	b8:27:eb:3a:e2:c8	10.10.0.1	0.0.0.0
64	108.664099372	10.10.0.254	10.10.0.1	DHCP	DHCP ACK      - Transaction ID 0xae9e490d	0xae9e490d	5	b8:27:eb:3a:e2:c8		10.10.0.1
65	108.719877370	b8:27:eb:3a:e2:c8	ff:ff:ff:ff:ff:ff	ARP	ARP Announcement for 10.10.0.1					
66	110.392090971	0.0.0.0	255.255.255.255	DHCP	DHCP Discover - Transaction ID 0xdce336f	0x0dce336f	1	b8:27:eb:7d:e8:ee		0.0.0.0
67	110.392664245	b8:27:eb:ba:c7:ba	ff:ff:ff:ff:ff:ff	ARP	Who has 10.10.0.8? Tell 10.10.0.254					
68	110.720105862	b8:27:eb:3a:e2:c8	ff:ff:ff:ff:ff:ff	ARP	ARP Announcement for 10.10.0.1					
69	111.393996066	b8:27:eb:ba:c7:ba	ff:ff:ff:ff:ff:ff	ARP	Who has 10.10.0.8? Tell 10.10.0.254					
70	112.417994351	b8:27:eb:ba:c7:ba	ff:ff:ff:ff:ff:ff	ARP	Who has 10.10.0.8? Tell 10.10.0.254					
71	112.720328296	b8:27:eb:3a:e2:c8	ff:ff:ff:ff:ff:ff	ARP	ARP Announcement for 10.10.0.1					
72	113.397515765	0.0.0.0	255.255.255.255	DHCP	DHCP Request  - Transaction ID 0xdce336f	0x0dce336f	3	b8:27:eb:7d:e8:ee	10.10.0.8	0.0.0.0
73	113.443841635	b8:27:eb:7d:e8:ee	ff:ff:ff:ff:ff:ff	ARP	ARP Announcement for 10.10.0.8					
74	113.793967633	b8:27:eb:ba:c7:ba	b8:27:eb:3a:e2:c8	ARP	Who has 10.10.0.1? Tell 10.10.0.254					
75	113.794031747	b8:27:eb:3a:e2:c8	b8:27:eb:ba:c7:ba	ARP	10.10.0.1 is at b8:27:eb:3a:e2:c8					
76	115.444147552	b8:27:eb:7d:e8:ee	ff:ff:ff:ff:ff:ff	ARP	ARP Announcement for 10.10.0.8					
77	117.444331891	b8:27:eb:7d:e8:ee	ff:ff:ff:ff:ff:ff	ARP	ARP Announcement for 10.10.0.8					
78	377.330864416	3c:78:95:3e:f4:62	ff:ff:ff:ff:ff:ff	ARP	Who has 10.10.0.254? Tell 10.10.0.2					
79	406.353445971	3c:78:95:3e:f4:62	ff:ff:ff:ff:ff:ff	ARP	Who has 10.10.0.254? Tell 10.10.0.2					
80	459.483709295	b8:27:eb:3a:e2:c8	ff:ff:ff:ff:ff:ff	ARP	Who has 10.10.0.2? Tell 10.10.0.1					
81	459.485710317	3c:78:95:3e:f4:62	b8:27:eb:3a:e2:c8	ARP	10.10.0.2 is at 3c:78:95:3e:f4:62					
82	459.485739015	10.10.0.1	10.10.0.2	ICMP	Echo (ping) request  id=0x0003, seq=1/256, ttl=64					
83	459.487562226	10.10.0.2	10.10.0.1	ICMP	Echo (ping) reply    id=0x0003, seq=1/256, ttl=64 (request in 82)					
